Crop Type,Variety,Soil Type,Soil pH,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Organic Matter (%),Temperature (°C),Precipitation (mm),Fertilizer Type,Fertilizer Amount (kg/ha),Irrigation Type,Irrigation Frequency,Yield (kg/ha),Quality (Grade)
Soybean,E,Silty,6.1,80.27,19.1,40.26,2.05,15.4,67.3,MOP,68.25,Flood,Weekly,4627.87,B
Rice,E,Loamy,7.8,33.89,35.11,23.38,4.23,23.5,174.9,Urea,41.6,Manual,Monthly,7851.69,B
Rice,C,Loamy,6.7,71.24,40.99,61.59,3.38,31.2,50.7,Urea,59.87,Manual,Daily,4759,A
Wheat,B,Sandy,7.6,96.95,38.77,73.92,3.8,19.6,185,Urea,69.96,Manual,Monthly,5643.25,E
Cotton,E,Peaty,6.5,43.21,25.46,34.42,4.47,22.8,145.8,MOP,60.52,Sprinkler,Daily,4531.86,B
Rice,B,Loamy,6.3,51.33,11.58,69.51,3.61,28.1,143.4,DAP,89.73,Manual,Monthly,7334.4,A
Soybean,D,Peaty,7,82.6,6.98,75.64,2.24,23.4,187,Organic,54.29,Drip,Daily,7990.78,D
Rice,A,Clay,6.4,26.73,34.69,71.8,3.63,33.8,160.9,MOP,56.19,Flood,Daily,3173.59,C
Rice,D,Peaty,7.5,96.48,41.77,18.15,3.18,30.1,144.9,Compost,22.11,Manual,Weekly,1328.03,D
Cotton,D,Clay,7.2,88.62,15.76,29.44,1.9,17.3,20.4,Urea,43,Manual,Biweekly,4860.7,D
Rice,B,Peaty,5.8,67.52,11.42,32.2,3.11,33,188.7,MOP,33.18,Flood,Monthly,2411.13,C
Maize,C,Clay,6.7,62.03,16.8,35.92,1.5,32.5,118.1,Urea,35.28,Manual,Monthly,4056.79,B
Cotton,D,Sandy,7.7,38.11,11.61,21.92,3.79,27.3,117.6,MOP,47.39,Flood,Monthly,5395.43,B
Maize,A,Silty,6.9,11.54,7.53,63.08,4.96,27.9,174.3,DAP,52.92,Manual,Monthly,7866.49,E
Maize,C,Silty,8,13.74,8.89,38.02,2.19,26.4,89.1,DAP,39.32,Manual,Daily,6218.22,D
Maize,C,Loamy,6.9,99.67,48.21,19.33,3.07,27.1,57.3,Urea,62.76,Sprinkler,Biweekly,2782.38,E
Soybean,C,Loamy,7.5,34.91,21.76,87.11,4.69,20.1,46.4,Organic,25.58,Drip,Monthly,7865.91,A
Rice,A,Clay,5.7,89.09,41.96,21.88,4.4,17.2,166,Organic,93.35,Manual,Biweekly,5799.46,D
Maize,C,Loamy,7.3,62.71,14.7,41.2,3.13,32.3,1,MOP,77.94,Drip,Daily,1677.84,E
Soybean,E,Loamy,5.6,54.85,29.7,13.97,3.94,20,164.9,Urea,46.58,Drip,Weekly,2762.78,C
Soybean,D,Sandy,6.3,36.65,29.86,92.36,1.52,21.2,70.4,Organic,49.87,Flood,Daily,4660.48,E
Wheat,D,Clay,7.2,69.07,16.27,59.82,1.02,27.1,69.3,Organic,96.09,Drip,Weekly,2548.55,B
Soybean,B,Clay,6.5,78.47,31.97,48.26,2.2,29.6,149.3,Compost,65.53,Sprinkler,Monthly,4125.81,A
Rice,A,Peaty,5.8,56.67,18.39,40.27,2.47,28.6,38.6,DAP,65.91,Manual,Biweekly,5963.08,A
Soybean,D,Loamy,5.6,84.26,18.06,50.01,1.57,19.8,36.5,DAP,66.17,Sprinkler,Daily,4610.6,D
Cotton,C,Clay,5.5,14.51,39.96,26.52,1.57,18.7,165,Organic,27.41,Flood,Weekly,7470.74,A
Maize,A,Silty,7.1,70.42,21.76,44.02,4.64,33.4,29.9,MOP,68.74,Manual,Weekly,6032.83,A
Wheat,C,Silty,7.4,19.63,48.87,31.25,1.64,16.1,71.6,Compost,98.63,Flood,Weekly,1877.31,D
Rice,A,Peaty,5.6,21.38,33.32,52.26,2.18,17.3,169.5,Organic,98.31,Sprinkler,Weekly,6727.63,E
Maize,B,Silty,6.3,84.09,12.51,52.97,3.34,33.4,169.2,MOP,28.62,Flood,Monthly,6265.9,D
Rice,B,Peaty,5.8,74.82,39.64,55.44,1.22,25.8,187.7,DAP,99.91,Drip,Biweekly,4334.05,B
Soybean,A,Clay,5.9,96.69,47.2,62.71,4.07,19.8,175.3,DAP,89.2,Sprinkler,Monthly,7386.8,C
Wheat,D,Sandy,5.6,68.71,8.97,79.29,3.32,28.9,190.7,DAP,93.03,Sprinkler,Biweekly,7149.18,E
Wheat,C,Sandy,5.8,10.67,5.53,12.5,1.32,22.8,8,DAP,39.76,Sprinkler,Biweekly,4321.09,B
Rice,E,Silty,7.9,54.27,5.05,51.7,2.5,22.4,176.9,Compost,66.62,Flood,Weekly,1573.71,E
Soybean,D,Loamy,6.3,40.17,38.06,34.57,4.69,34.2,165.3,DAP,20.79,Flood,Weekly,2153.82,C
Cotton,A,Clay,7.9,36.18,14.16,48.96,2.03,26.4,50.8,Organic,65.75,Manual,Biweekly,4217.61,C
Maize,D,Peaty,6.8,42.77,22.62,40.78,2.93,21.6,107.1,Compost,54.82,Flood,Daily,7513.11,D
Rice,D,Peaty,6.8,57.56,45.58,80.12,4.38,22.9,160.9,MOP,50.35,Sprinkler,Weekly,5505.47,E
Soybean,A,Peaty,7.7,20.95,8.74,50.63,4.78,26.4,13.5,Urea,67.21,Flood,Biweekly,6124.67,E
Rice,D,Silty,8,72.22,30.74,87.35,4.03,25.2,191.7,Compost,87.03,Drip,Daily,7819.67,B
Rice,A,Sandy,6.8,69.04,47.49,18.23,3.78,33.9,90.3,Urea,72.21,Sprinkler,Weekly,4422.72,C
Soybean,A,Sandy,6.4,60.56,47.16,23.35,3.03,25.6,2,DAP,64.65,Flood,Monthly,4590.62,B
Maize,B,Clay,7.3,31.54,16.62,53.4,2.34,20.8,10.4,Urea,21.17,Flood,Monthly,7041.57,B
Cotton,D,Clay,7.3,57.37,8.74,94.87,3.59,22,120.5,Organic,33.53,Drip,Weekly,2269.08,A
Soybean,E,Sandy,7.1,55.9,28.03,47.23,1.62,15.7,140.2,Compost,20.56,Flood,Weekly,7023.34,B
Cotton,B,Silty,7.5,38.2,21.05,94.08,3.13,20.4,90.9,Organic,92.86,Flood,Weekly,7935.76,D
Wheat,D,Loamy,7.7,62.35,8.99,60.63,4.3,19.1,125.1,Organic,75.42,Sprinkler,Weekly,6129.86,E
Soybean,D,Loamy,6.4,51.85,9.76,91.44,4.58,32.7,108.1,Urea,23.67,Drip,Weekly,3997.56,E
Maize,A,Loamy,6,67.99,10.03,94.67,4.94,16.9,175.3,DAP,36.48,Manual,Monthly,4332.59,A
Cotton,C,Peaty,6.5,36.57,21.53,13.06,3.48,28.2,70.4,Compost,56.83,Sprinkler,Weekly,4444.89,B
Rice,B,Silty,6.5,19.53,8.62,33.9,1.07,29.9,23.3,Urea,51.49,Drip,Weekly,1210.08,B
Rice,B,Loamy,6.5,98.28,46.86,15.76,2.91,19.5,121.5,Compost,78.96,Sprinkler,Weekly,5510.47,A
Rice,E,Silty,7.4,57.01,26.69,29.49,1.44,20,167.3,Compost,45.04,Sprinkler,Weekly,6977.85,C
Rice,E,Peaty,6.2,43.35,48.72,62.53,4.23,19.9,50.8,Organic,47.52,Drip,Monthly,5516.67,E
Wheat,C,Silty,7.6,57.1,18.14,47.27,2.56,31.8,158,Compost,91.35,Sprinkler,Monthly,4181.16,E
Wheat,C,Silty,7.5,80.77,16.41,21.19,1.5,19.9,37.1,DAP,68.61,Manual,Daily,5255.41,E
Rice,A,Loamy,5.8,91.37,9.28,21.37,3,23.3,171.4,Urea,96.04,Flood,Monthly,7844.68,D
Cotton,A,Loamy,7.6,80.05,20.7,33.76,1.06,25.3,78.7,Compost,71.3,Drip,Monthly,7090.24,D
Cotton,E,Silty,5.7,30.79,33.3,24.39,3.86,27.5,152.7,Organic,56.99,Sprinkler,Weekly,5561.83,D
Soybean,E,Sandy,5.9,32.92,19.39,96.74,2.19,27.1,14.9,DAP,29.45,Manual,Daily,7466.7,E
Maize,E,Clay,7.5,17.63,24.43,13.67,4.82,32.6,95.2,Compost,61.91,Sprinkler,Monthly,2363.07,A
Wheat,C,Sandy,6.4,24.57,33.88,64.79,1.87,29,191.4,Urea,47.95,Manual,Monthly,2528.87,B
Rice,E,Silty,6.3,37.98,44.66,55.36,2.58,30.3,110.5,Organic,27.88,Manual,Daily,5097.28,A
Maize,A,Silty,5.8,68.23,35.18,90.42,1.58,33.4,27.6,Urea,81.74,Drip,Weekly,1098.13,B
Cotton,C,Peaty,6.7,99.57,22.99,51.6,3.58,33,98.9,Compost,61.11,Flood,Daily,7465.69,A
Wheat,A,Silty,6.2,21.25,20.82,39.15,4.66,25.8,60.2,Compost,53.06,Flood,Weekly,2613.44,E
Rice,B,Peaty,6.4,68.79,20.03,68.58,1.12,27.2,76.1,MOP,90.72,Flood,Biweekly,6251.37,C
Rice,A,Sandy,6.4,96.52,25.88,81.73,4.96,34.3,126.8,Compost,99.97,Manual,Biweekly,2860.96,B
Maize,D,Silty,6.8,18.14,36.65,92.78,1.38,20.8,74.7,Compost,54.56,Manual,Weekly,1564.89,A
Rice,D,Sandy,7.9,49.46,24.83,76.14,1.15,29.1,119.7,Organic,79.81,Manual,Weekly,7347.8,C
Maize,D,Loamy,7,81.93,6.76,56.02,4.48,27.3,185,MOP,89.4,Drip,Weekly,2236.76,B
Maize,A,Sandy,5.8,89.25,41.58,87.66,1.54,20.8,73,Compost,86.11,Drip,Monthly,5472.76,A
Wheat,C,Peaty,7.2,33.52,11.57,52.2,1.09,30.4,131.1,Compost,20.15,Drip,Biweekly,3022.47,C
Cotton,A,Peaty,5.9,11.33,19.23,36.66,4.07,34.2,181.7,Organic,84.36,Sprinkler,Biweekly,5900.31,B
Maize,B,Peaty,6.7,48.8,48.2,14.76,1.89,26.9,97.8,Urea,84.17,Manual,Monthly,3980.01,C
Maize,B,Clay,7.5,50.56,23.83,36.56,2.97,29.5,50.1,Organic,45.7,Drip,Monthly,2264.81,A
Cotton,C,Peaty,6.9,78.65,19.27,76.09,3.94,28.7,99.9,MOP,75.23,Drip,Monthly,7532.92,D
Rice,D,Peaty,5.8,95.06,36.26,41.44,1.2,32.7,46.3,DAP,88.68,Sprinkler,Monthly,3348.56,E
Soybean,D,Silty,8,97.22,7.1,39.79,3.06,15.2,7,Urea,53.94,Sprinkler,Monthly,1416.57,A
Soybean,A,Peaty,6.1,15.32,10.31,36.13,1.58,34.9,142.8,Compost,75.88,Drip,Biweekly,7649.96,D
Maize,E,Silty,6.2,73.87,25.18,11.05,3.73,33.9,117.1,DAP,85.87,Drip,Biweekly,4014.82,A
Rice,D,Silty,6.4,98.82,31.76,18.58,5,29.2,60.1,Organic,32.33,Manual,Biweekly,5145.21,B
Wheat,C,Silty,7.5,40.55,25.6,45.94,4.74,15.9,27.9,Compost,94.19,Drip,Weekly,7347.49,A
Wheat,A,Silty,7.9,78.35,21.43,55.02,2.77,19,93.2,Organic,20.24,Sprinkler,Biweekly,4997.63,A
Maize,D,Clay,7.2,98.36,10.51,69.5,1.39,16.3,54.1,Urea,96.24,Sprinkler,Daily,2824.35,B
Maize,D,Peaty,7.5,96.25,45.53,79.54,1.17,34.6,163.4,Organic,65.31,Drip,Biweekly,6803.12,C
Soybean,C,Peaty,5.6,81.59,30.77,33.48,2.36,19.8,0.9,MOP,88.43,Flood,Weekly,1540.47,C
Maize,B,Sandy,6.2,23.7,6.13,27.38,1.58,24.9,39.2,Urea,53.02,Sprinkler,Monthly,6467.89,D
Wheat,E,Loamy,6,76.93,36.17,92.79,2.24,26.5,34.6,Compost,71.59,Sprinkler,Monthly,4997.64,C
Maize,B,Loamy,6.1,94.48,5.06,64.82,2.14,29.6,187.6,DAP,31.28,Manual,Monthly,1655.99,E
Cotton,B,Sandy,7.4,87.15,33.95,32.57,4.41,16.5,63.5,MOP,74.7,Flood,Monthly,7097.35,B
Wheat,C,Loamy,6.8,80,7,31.89,3.87,26.4,109.9,MOP,62.89,Drip,Monthly,4360.33,E
Rice,E,Silty,5.9,68.99,41.59,20.23,3.61,28.9,24,Urea,52.15,Drip,Biweekly,7334.39,C
Maize,B,Loamy,7.6,54.27,37.85,31.6,1.84,25.8,80,Urea,27.71,Drip,Weekly,4734.19,D
Wheat,B,Loamy,6.4,73.77,38.41,21.88,3.9,22.8,197,Organic,40.99,Drip,Monthly,3274.47,B
Soybean,B,Silty,6.8,18.69,16.95,68.39,4.42,23.4,179.9,Compost,57.48,Drip,Weekly,2013.78,D
Rice,C,Loamy,6.1,74.49,19.56,36.47,2.44,22.1,125.1,Urea,32.56,Manual,Weekly,6299.55,E
Soybean,D,Silty,7.5,89.76,21.8,78.69,1.63,27.1,74,Urea,65.87,Flood,Daily,1987.68,A
Soybean,D,Clay,7,62.47,8.75,35.83,2.59,34.1,152.6,Urea,84.03,Flood,Daily,3652.83,C
Cotton,E,Sandy,6.2,10.16,14.24,23.64,3.5,21.9,19.1,MOP,22.39,Flood,Biweekly,4523.58,E
Cotton,D,Loamy,7,93.65,41.38,41.89,2.19,30.7,2.5,DAP,68.19,Manual,Biweekly,2268.62,E
Cotton,C,Sandy,7,93.19,36.28,42.4,1.55,33.1,124.2,MOP,25.89,Manual,Biweekly,4155.25,B
Soybean,D,Peaty,5.9,29.66,46,63.4,2.35,32.4,134.1,Urea,91.41,Manual,Biweekly,4510.1,D
Rice,A,Sandy,5.6,75.8,36.53,65,3.07,17,181.7,MOP,31.68,Flood,Daily,3420.41,C
Soybean,D,Sandy,7.9,96.29,24.96,43.09,4.57,18,186.1,Urea,85.98,Manual,Biweekly,1999.4,A
Cotton,C,Silty,6.7,39.98,47.14,97.57,2.97,27.9,2.5,MOP,56.3,Drip,Weekly,2955.98,D
Rice,A,Silty,7,86.76,10.1,19.85,2.24,24.6,74.8,DAP,42.07,Sprinkler,Daily,3815.69,B
Wheat,A,Loamy,7.1,26.45,43.63,96.85,1.49,21.1,196.5,Urea,63.93,Flood,Monthly,6775.48,E
Maize,E,Clay,7.7,70.56,49.29,63.78,4.15,29.3,5,MOP,20.9,Flood,Biweekly,4331.4,C
Maize,D,Loamy,7.8,73.36,6.42,48.7,3.09,19.2,174.3,Urea,44.45,Manual,Daily,6181.89,B
Cotton,E,Loamy,5.5,14.1,28.58,87.89,4.9,27.7,131.2,Organic,80.68,Sprinkler,Daily,5861.6,A
Cotton,B,Loamy,7.4,17.12,18.04,52.7,1.67,26,98.5,Organic,39.59,Manual,Daily,5236.71,D
Wheat,B,Sandy,6.7,56.64,47.91,59.09,4.63,17.9,82.5,Organic,33.67,Drip,Weekly,7648.27,A
Wheat,D,Clay,6.7,35.59,24.28,60.18,2.37,28.5,130.5,Organic,97.13,Flood,Daily,4298.58,D
Cotton,A,Peaty,7,83.85,18.13,67.99,1.84,24.5,183.8,MOP,24.74,Drip,Daily,4460.86,D
Soybean,D,Silty,6.6,21.33,37.04,81.58,2.84,23.9,125.8,MOP,89.87,Manual,Biweekly,7895.14,E
Wheat,E,Silty,5.9,73.93,30.33,32.67,1.91,25.5,45.8,Organic,25.02,Manual,Monthly,4113.98,D
Soybean,B,Loamy,7.3,65.22,19.65,76.56,3.14,27.2,118.2,DAP,84.17,Drip,Monthly,4364.09,D
Maize,C,Clay,5.6,59.92,44.35,62.94,1.28,28.2,49.1,Compost,78.95,Flood,Monthly,6393.55,C
Soybean,D,Sandy,7.4,22.85,30.95,64.95,2.21,15.6,33.7,Compost,78.17,Sprinkler,Monthly,7565.6,E
Cotton,D,Loamy,7.5,37.62,45.43,26.84,3.18,27.7,50.8,DAP,45.77,Drip,Monthly,6661.06,D
Soybean,E,Peaty,6.1,50.42,33.16,41.94,1.78,20.7,92.2,DAP,69.38,Sprinkler,Monthly,7817.79,C
Cotton,E,Silty,6.8,11.65,37.18,35.25,1.79,31.9,162.5,Urea,48.15,Sprinkler,Biweekly,3799.99,C
Soybean,C,Peaty,6.4,97.69,8.73,12.82,3.02,15,105.3,Organic,31.65,Sprinkler,Monthly,4645.04,C
Cotton,D,Clay,7.2,39.35,15.57,77.14,3.36,15.6,61.4,MOP,66.41,Sprinkler,Daily,7575.43,A
Soybean,E,Loamy,7,25.86,18.44,87.6,4.52,17.1,40.1,Urea,28.48,Drip,Biweekly,7032.96,B
Soybean,B,Silty,7.8,54.5,23.65,45.4,3.89,25.9,188.6,MOP,22.45,Sprinkler,Monthly,2008.19,E
Wheat,D,Sandy,7.7,96.67,45.08,57.03,4.9,30.4,183.3,MOP,56.84,Sprinkler,Weekly,1373.76,B
Soybean,E,Clay,5.9,68.46,41.14,71.73,1.83,16.8,8.8,Compost,71.52,Sprinkler,Biweekly,4229.23,D
Maize,E,Loamy,6.7,84.7,28.13,16.51,4.68,28.7,141.2,Urea,54.96,Flood,Monthly,5673.21,E
Soybean,C,Loamy,7.9,56.37,6.68,88.46,4.36,16.6,166.8,DAP,66.63,Manual,Weekly,7332.36,C
Rice,E,Sandy,7.7,79.32,14.2,23.59,4.64,24.7,142.7,Urea,25.19,Drip,Monthly,7488.69,B
Maize,E,Clay,5.5,23.14,6.61,59.93,1.88,33,54,Compost,67.86,Manual,Biweekly,2138.97,D
Rice,D,Sandy,6,19.31,21.92,89.79,2.13,16.5,48,Compost,98.88,Drip,Biweekly,1676.4,E
Cotton,A,Peaty,7.7,38.08,49.29,90.31,4.37,32.8,179.1,Urea,93.45,Flood,Biweekly,1277.91,C
Wheat,C,Loamy,7.6,17.15,20.69,68.1,2.46,28.4,64.7,Compost,53.78,Drip,Daily,7738.39,E
Wheat,D,Loamy,5.8,43.24,5.17,49.8,2.43,27.4,46.2,Compost,26.2,Manual,Monthly,1057.22,E
Maize,E,Peaty,7.5,67.55,14.53,31.25,1.44,30.5,99,Compost,83.29,Drip,Monthly,5945.64,B
Maize,A,Silty,7.9,95.96,5.25,52.41,3.86,17.4,188.5,Organic,77.24,Flood,Biweekly,7822.97,B
Soybean,A,Clay,6,51.27,39.19,76.9,1.26,18.9,41,DAP,50.47,Drip,Monthly,6277.71,C
Wheat,E,Loamy,7.8,78.95,42.19,44.34,4.17,16.9,65.6,MOP,82.53,Sprinkler,Daily,2175.84,B
Maize,B,Loamy,7.2,63.77,7.02,27.52,3.76,33.7,53.2,MOP,81.32,Manual,Biweekly,7405.65,B
Wheat,D,Silty,6.6,65.46,45.71,77.48,3.23,25.7,68.6,Urea,24.68,Sprinkler,Weekly,7870,C
Cotton,C,Silty,6.3,26.55,9.79,70.16,1.56,18.3,120.9,Urea,76.34,Drip,Weekly,1109.23,E
Cotton,D,Sandy,6.1,28.44,16.83,21.59,3.84,26.4,51.9,Organic,42.03,Flood,Biweekly,6403.21,D
Maize,E,Silty,7.5,79.51,23.21,88.07,2.65,24.8,196.9,Compost,91,Flood,Daily,4626.82,C
Cotton,A,Sandy,5.9,34.25,39.69,40.46,4.51,28.4,197.7,Organic,77.01,Manual,Monthly,6344.57,D
Cotton,D,Loamy,6.3,29.9,23.77,11.66,4.08,20.8,34.6,MOP,84.72,Manual,Daily,6959.35,E
Maize,B,Clay,7.8,60.66,21.54,14.95,2.72,34.8,172,MOP,62.14,Flood,Weekly,5030.49,E
Rice,C,Silty,6.3,10.91,16.92,28.92,3.71,20,72.2,MOP,31.35,Manual,Weekly,2038.91,A
Rice,C,Peaty,8,92.28,29.91,69.83,2.92,28.2,172.8,Organic,49.21,Drip,Weekly,3316.22,B
Wheat,A,Sandy,5.8,20.33,23.49,43.84,1.79,32.3,66.9,MOP,36.69,Drip,Biweekly,3898.7,E
Soybean,A,Silty,5.9,86.99,35.5,66.61,2.81,28.5,55.7,DAP,22.07,Flood,Monthly,1785.64,C
Wheat,C,Clay,6.8,35.41,29.18,55.77,1.26,25.8,45.4,Organic,81.74,Flood,Weekly,1832.96,B
Rice,B,Clay,6.5,58.93,12.84,27.75,2.42,18.3,63.2,MOP,45.16,Sprinkler,Daily,2480.65,A
Rice,C,Clay,7,43.54,40.27,90.57,1.8,19.5,198.4,MOP,25.44,Sprinkler,Biweekly,6761.07,B
Maize,D,Sandy,7.8,13.03,22.85,82.06,1.63,29.5,77.9,Organic,97.83,Manual,Monthly,2577.19,C
Wheat,A,Clay,5.8,47.87,42.88,58.33,1.92,30.8,8.7,Urea,77.91,Manual,Weekly,6821.57,C
Wheat,A,Clay,6.5,58.08,40.81,14.09,4.9,34,129.5,DAP,28.8,Drip,Biweekly,1321.52,E
Maize,B,Loamy,7.9,62.32,36.86,96.64,4.12,16.1,90,Organic,80.99,Flood,Monthly,2006.49,A
Wheat,E,Sandy,6.3,39.24,30.7,77.88,2.29,30.7,31.7,DAP,24.31,Manual,Biweekly,1454.99,A
Wheat,C,Clay,5.9,90.56,21.05,66.92,1.94,18.3,123.3,DAP,56.64,Drip,Monthly,5397.26,C
Maize,E,Clay,6.7,15.45,18.13,62.87,2.14,30.8,73,DAP,32.13,Manual,Daily,1998.88,B
Soybean,B,Clay,7.1,54.23,48.58,28.41,3.58,15.6,63.6,DAP,27.09,Flood,Weekly,3259.65,E
Maize,E,Silty,7.5,60.29,27.25,18.28,1.62,18,123.4,MOP,56.13,Drip,Daily,6612.02,C
Rice,B,Loamy,6.3,18.63,8.11,39.09,4.61,17,126.8,DAP,69.66,Flood,Biweekly,6451.81,B
Soybean,C,Sandy,6.7,81.48,39.62,77.14,4.33,21.6,69,DAP,75.79,Drip,Monthly,1455.68,E
Rice,A,Loamy,6.2,87.04,27.56,32.4,3,28.8,182,Compost,81.64,Sprinkler,Biweekly,4525.44,B
Soybean,A,Clay,6.2,22.97,34.56,30.58,2.85,15.9,103.1,DAP,30.16,Flood,Daily,2352.33,D
Maize,A,Clay,7.2,89.48,40.08,63.81,4.21,17.5,66.5,Compost,70.01,Drip,Monthly,5597.68,D
Maize,B,Silty,7.9,61.27,39.28,36.71,2.92,15.3,92.4,Compost,28.69,Manual,Daily,6570.17,A
Maize,A,Sandy,5.9,81.9,10.87,81.2,2.78,24.6,42.4,Urea,75.07,Manual,Monthly,6379.1,D
Cotton,A,Silty,7.3,54.27,27.41,33.55,3.66,29.7,25.7,MOP,90.13,Manual,Biweekly,7429.78,E
Soybean,B,Loamy,7.6,76.67,22.45,20.06,4.18,25.8,117.5,MOP,61.46,Sprinkler,Biweekly,5902.27,C
Rice,A,Sandy,7,92.19,36.65,44.97,4.08,21.5,75.6,DAP,54.42,Flood,Biweekly,6881.25,A
Wheat,B,Peaty,7.7,59.32,49.65,42.79,4.49,16.8,156.6,DAP,60.9,Flood,Monthly,3739.83,C
Rice,A,Loamy,6.3,26.4,36.03,26.37,2.56,19.3,43,Organic,73.54,Drip,Biweekly,1175.68,C
Rice,E,Sandy,7.7,82.9,21.57,13.24,2.87,28.6,35.4,MOP,62.32,Manual,Biweekly,7693.46,C
Rice,A,Sandy,7.9,10.19,20.07,26.74,1.05,23.6,23.3,Urea,88.05,Sprinkler,Biweekly,6110.55,E
Wheat,D,Loamy,7.7,88.63,31.75,20.64,3.61,25.6,5.2,DAP,88.22,Sprinkler,Weekly,4344.96,C
Maize,C,Peaty,7.2,13.82,47.35,46.15,4.63,26.9,30.6,Urea,81.38,Sprinkler,Daily,6279.55,B
Wheat,C,Silty,7.5,68.95,35.82,20.61,4.68,19.3,63,Compost,62.6,Drip,Monthly,2305.76,B
Maize,E,Silty,5.8,59.8,19.97,27.52,3.19,29.9,6.4,Urea,35.82,Manual,Monthly,5742.37,C
Maize,B,Loamy,7,37.41,21.43,81.14,1.34,20.1,86.9,Compost,86.09,Sprinkler,Weekly,2266.93,E
Soybean,A,Sandy,6.7,37.43,9.47,23.68,3.12,27.2,26.4,Compost,84.81,Drip,Daily,5308.23,C
Cotton,D,Sandy,7.6,59.72,18.48,86.87,1.38,34.1,7.5,DAP,22.2,Sprinkler,Biweekly,4421.38,D
Rice,A,Loamy,6.4,33.53,32.69,86.6,4.03,29.9,16.4,Compost,36.95,Drip,Daily,7903.22,B
Maize,D,Peaty,7.1,87.55,17.71,49.3,2.5,27.5,36.3,Organic,26.49,Drip,Daily,5014.52,C
Wheat,A,Loamy,5.5,91.88,49.95,19.39,3.29,26.8,97.2,Compost,76.51,Flood,Weekly,3207.09,A
Wheat,E,Peaty,7.4,98.38,47.16,21.77,4.6,29.8,28.2,Compost,20.99,Sprinkler,Monthly,4573.19,C
Wheat,B,Clay,7.9,62.27,49.51,97.76,1.47,34.5,91.8,Urea,29.36,Drip,Weekly,1640.66,B
Wheat,B,Clay,6,62.46,11.54,25.43,3.57,18.2,14.6,Organic,28.07,Manual,Biweekly,6550.71,A
Soybean,B,Sandy,5.8,52.73,26.79,23.58,2.07,26.2,75.2,Urea,80.86,Sprinkler,Biweekly,7954.07,E
Maize,B,Peaty,7.4,63.64,39.36,87.24,4.76,28.3,36.4,DAP,96.01,Flood,Weekly,5309.03,D
Soybean,A,Peaty,5.9,85.48,45.87,82.94,2.28,26.4,193,DAP,55.8,Sprinkler,Daily,2130.39,E
Wheat,E,Sandy,6.8,77.55,31.18,79.76,1.61,15.9,110.9,Organic,85.5,Sprinkler,Weekly,1024.07,D
Rice,C,Peaty,7.8,44.52,15.35,82.43,4.68,26.4,66.7,Urea,81.61,Flood,Biweekly,2266.38,D
Maize,E,Peaty,6.1,20.84,32.78,10.64,3.79,19.4,168.3,Urea,61.48,Flood,Biweekly,6296.58,C
Maize,E,Peaty,6.4,92.17,22.2,39.31,4.66,28.7,3.4,MOP,78.69,Flood,Daily,6851.17,D
Rice,D,Silty,5.9,29.91,12.57,47.08,2.88,17.1,180.7,Urea,81.53,Flood,Daily,4978.18,B
Maize,C,Peaty,5.8,50.68,40.92,85.76,4.37,17.3,172.9,Organic,85.27,Drip,Weekly,2856.55,C
Wheat,B,Peaty,6.1,56.61,25.05,44.73,3.52,18,54.4,DAP,80.92,Manual,Daily,4799.61,A
Rice,B,Sandy,5.6,71.43,42.88,73.97,2.32,25.3,44,Compost,38.59,Flood,Monthly,5542.1,E
Soybean,B,Loamy,7.6,54.2,35.95,30.32,3.78,28.4,95.6,MOP,59.06,Drip,Biweekly,1662.67,B
Wheat,B,Silty,6.6,13.48,12.26,92.36,1.64,16.6,108.1,DAP,37.06,Flood,Daily,5347.89,D
Rice,C,Silty,6.6,34.41,6.25,75.61,2.36,21.3,72.4,Urea,73.5,Manual,Biweekly,7592.51,A
Maize,E,Silty,6.4,76.34,12.96,16.73,2.2,33.4,14.6,Organic,33.58,Sprinkler,Biweekly,5074.3,E
Cotton,C,Loamy,7.7,45.41,34.52,49.81,1.86,29.3,22.9,Compost,77.56,Flood,Monthly,1725.11,A
Soybean,E,Peaty,7.5,39.04,44.24,78.76,3.29,27.1,127.8,MOP,64.03,Flood,Daily,2894.42,B
Rice,B,Silty,5.6,96.02,8.31,80.43,1.87,19.2,64.2,Urea,45.31,Drip,Biweekly,2449.25,C
Rice,C,Loamy,6.8,57.86,25.04,73.83,1.8,32.1,166.6,DAP,60.49,Flood,Biweekly,7939.09,B
Cotton,E,Loamy,5.9,32.08,11.64,67.23,1.53,17.7,189.8,MOP,96.95,Manual,Weekly,1354.81,B
Soybean,A,Peaty,6.5,54.21,44.78,48.75,1.17,15.2,144.2,Compost,51.82,Sprinkler,Biweekly,2012.92,C
Wheat,B,Silty,5.6,73.5,31.91,53.78,4.43,20.5,17.2,DAP,25.54,Drip,Weekly,5287.49,D
Wheat,B,Silty,5.7,46.98,21.67,75.71,3.85,21.6,30.9,Organic,77.88,Sprinkler,Biweekly,7493.41,E
Cotton,A,Peaty,6.1,12.95,19.84,27.49,3.23,32.2,66.1,Organic,72.56,Drip,Biweekly,5817.67,D
Cotton,C,Clay,6.7,40.21,48.22,74.36,1.5,24,106.1,Compost,25.78,Manual,Monthly,5475.62,B
Cotton,C,Clay,5.5,69.08,38.73,28.37,4.42,31.6,58.7,DAP,30.25,Sprinkler,Monthly,6807.41,A
